Gender,Married,Age,Graduat,Profession,Experience,SpendingScore,FamilySize
Female,No,,Yes,Engineer,4.0,,2.0
,Yes,82.0,,Lawyer,,Low,1.0
Male,No,21.0,No,Healthcare,0.0,Low,4.0
Female,No,25.0,No,Doctor,,Low,4.0
Male,Yes,60.0,,,,Average,2.0
Female,Yes,71.0,Yes,Lawyer,0.0,High,
Female,No,39.0,Yes,Entertainment,7.0,Low,
Male,Yes,83.0,Yes,Lawyer,,Low,1.0
,Yes,35.0,,,1.0,Low,2.0
,No,19.0,,Healthcare,,Low,4.0
Male,No,53.0,Yes,Artist,0.0,,
Male,No,23.0,,Healthcare,4.0,,9.0
,No,20.0,No,,8.0,,
,No,,No,Healthcare,,,
,Yes,50.0,Yes,,4.0,,
Male,Yes,35.0,Yes,Executive,4.0,High,4.0
,Yes,,Yes,Doctor,,Average,2.0
,Yes,33.0,,,5.0,High,3.0
,Yes,53.0,Yes,Artist,1.0,Average,
,Yes,47.0,Yes,,,Average,4.0
Female,No,37.0,Yes,,0.0,Low,1.0
Male,Yes,50.0,,Artist,0.0,Average,4.0
Female,No,23.0,No,Healthcare,9.0,,3.0
,No,,Yes,,9.0,Low,
Female,No,28.0,No,Healthcare,3.0,Low,2.0
Male,Yes,39.0,Yes,Artist,1.0,,1.0
Male,Yes,81.0,,,1.0,,
Female,Yes,,No,,0.0,,2.0
Male,Yes,53.0,Yes,Executive,,High,3.0
Male,Yes,37.0,,,,,
Male,Yes,30.0,Yes,Healthcare,0.0,Low,2.0
,No,40.0,,,,,
Male,No,28.0,,,4.0,,6.0
Male,Yes,28.0,Yes,Doctor,0.0,,
,Yes,60.0,Yes,Homemaker,,Low,
,Yes,48.0,Yes,,1.0,Low,
Male,Yes,70.0,Yes,,,Low,1.0
Female,Yes,39.0,,Entertainment,7.0,Average,2.0
,Yes,42.0,No,,5.0,,5.0
Male,Yes,,No,,1.0,Average,
Male,No,35.0,Yes,Artist,,,1.0
Male,Yes,43.0,Yes,,1.0,Average,
Female,Yes,83.0,Yes,Lawyer,,Low,1.0
Male,Yes,,Yes,Artist,,Low,1.0
Female,Yes,,Yes,Artist,0.0,,4.0
Male,Yes,,Yes,,0.0,,3.0
Female,No,38.0,Yes,Artist,8.0,Low,1.0
Male,Yes,,No,Executive,,High,2.0
Female,Yes,,Yes,Artist,1.0,,2.0
,No,26.0,Yes,,0.0,Low,3.0
Male,No,37.0,,Healthcare,0.0,,
Male,Yes,72.0,Yes,Executive,0.0,High,2.0
,Yes,,,Artist,,Average,
Male,Yes,85.0,Yes,,1.0,High,2.0
Female,No,,Yes,Healthcare,6.0,,
Male,No,26.0,No,,0.0,,4.0
Female,No,33.0,Yes,Doctor,,Low,6.0
Female,No,40.0,,,0.0,Low,1.0
Female,No,,Yes,,,Low,
Male,Yes,79.0,,Lawyer,2.0,High,2.0
Female,No,25.0,,,,,1.0
,No,35.0,No,,1.0,Low,1.0
,Yes,68.0,Yes,Lawyer,0.0,Low,
Female,No,28.0,No,Homemaker,,,
,No,,,Healthcare,,Low,4.0
Male,Yes,36.0,Yes,,,Average,5.0
,Yes,,Yes,Executive,3.0,High,
Female,No,,Yes,,11.0,,
Male,Yes,25.0,,Artist,8.0,,4.0
,Yes,37.0,,Artist,,Average,
,Yes,39.0,Yes,Doctor,8.0,Average,2.0
Female,Yes,35.0,Yes,Artist,0.0,Average,2.0
,No,21.0,No,,,Low,
Female,Yes,,Yes,,1.0,Average,4.0
,No,,,Marketing,,,4.0
,Yes,,,Executive,,,
,No,39.0,,Engineer,6.0,,
Male,Yes,83.0,,Executive,,High,
Male,Yes,45.0,,Artist,,Average,2.0
Male,Yes,40.0,Yes,Artist,,Low,2.0
Female,No,27.0,Yes,,,Low,5.0
Male,Yes,51.0,No,Entertainment,7.0,Average,3.0
Male,Yes,35.0,,Artist,1.0,Average,3.0
,No,,Yes,Artist,0.0,Low,
Male,Yes,57.0,Yes,Artist,0.0,Low,2.0
Male,Yes,20.0,No,Healthcare,1.0,Average,
,No,,Yes,Artist,4.0,Low,
Male,No,52.0,,,,Low,2.0
Male,Yes,,Yes,Artist,,Average,3.0
Male,Yes,39.0,,,1.0,Low,3.0
Male,Yes,69.0,,Executive,0.0,Low,2.0
Female,No,26.0,Yes,Entertainment,,,2.0
,Yes,36.0,Yes,,,Low,
,Yes,,Yes,,6.0,Average,2.0
Female,Yes,60.0,Yes,Artist,0.0,Low,1.0
Female,No,37.0,,Healthcare,,,2.0
,No,42.0,,Artist,0.0,Low,
Male,No,22.0,No,Healthcare,9.0,Low,4.0
,Yes,41.0,No,,2.0,Average,4.0
Male,Yes,,,Executive,0.0,,1.0
,Yes,37.0,,Homemaker,,High,2.0
,Yes,77.0,,Artist,0.0,High,2.0
Male,Yes,57.0,No,,1.0,,2.0
,Yes,43.0,Yes,Executive,1.0,High,4.0
Female,No,31.0,Yes,Healthcare,,Low,4.0
Male,No,33.0,No,Doctor,1.0,Low,2.0
,Yes,60.0,Yes,,,High,
,Yes,61.0,Yes,Artist,1.0,Low,2.0
Female,No,29.0,,,,,1.0
Male,No,,,,1.0,,4.0
Male,Yes,83.0,Yes,Artist,,High,
Female,No,38.0,Yes,Artist,,Low,
Male,No,,Yes,Artist,0.0,Low,4.0
Male,Yes,65.0,,,,,2.0
Female,Yes,,Yes,Doctor,0.0,,
,Yes,46.0,Yes,,0.0,,2.0
Female,Yes,51.0,No,Engineer,4.0,,2.0
,Yes,36.0,No,,2.0,,3.0
Female,Yes,55.0,Yes,,,Average,2.0
Male,Yes,,Yes,Artist,,,4.0
Female,Yes,46.0,Yes,,,Average,4.0
Female,Yes,43.0,Yes,Artist,8.0,Average,2.0
,Yes,,No,,,,3.0
,Yes,,No,,0.0,,
Male,Yes,,Yes,Artist,,Average,2.0
Female,Yes,37.0,,Artist,0.0,Low,3.0
Male,Yes,35.0,Yes,Artist,4.0,Average,2.0
Male,Yes,37.0,No,Executive,1.0,Low,
,Yes,38.0,Yes,Executive,,,3.0
Male,No,,,,1.0,,3.0
Male,Yes,,Yes,Artist,8.0,,
Male,Yes,,Yes,Entertainment,,Low,
,No,,Yes,,,Low,1.0
,Yes,61.0,Yes,,2.0,,
Male,Yes,53.0,No,,,Average,
Male,Yes,45.0,Yes,Artist,0.0,Low,1.0
Female,Yes,42.0,,,,Low,6.0
,No,18.0,No,,,Low,
,Yes,83.0,Yes,,0.0,,2.0
,No,36.0,Yes,,0.0,Low,1.0
Female,No,,Yes,Healthcare,,Low,1.0
Male,Yes,42.0,Yes,,1.0,Average,3.0
Female,Yes,,No,Lawyer,,High,2.0
Female,No,18.0,,,0.0,,5.0
Male,Yes,61.0,No,,,,
,Yes,57.0,,Entertainment,0.0,Low,2.0
Male,No,,,Marketing,,,2.0
Female,No,,,,8.0,,1.0
,No,33.0,No,Homemaker,7.0,Low,
Male,No,,No,Healthcare,1.0,Low,3.0
Male,No,,,Entertainment,,,
Male,No,38.0,Yes,Doctor,4.0,Low,1.0
Male,Yes,,Yes,Artist,7.0,High,
Male,Yes,72.0,Yes,,0.0,High,
Female,Yes,,,Doctor,,Low,2.0
Female,No,29.0,Yes,Entertainment,8.0,Low,2.0
Male,No,45.0,Yes,Artist,,Low,2.0
Female,No,29.0,Yes,Homemaker,13.0,Low,
Male,No,,,,,Low,3.0
Female,Yes,42.0,No,,0.0,Average,3.0
,Yes,47.0,No,Entertainment,9.0,Average,6.0
,No,,Yes,Healthcare,,,3.0
Female,Yes,60.0,Yes,,1.0,,
,Yes,,Yes,Executive,5.0,Low,2.0
Male,Yes,47.0,Yes,Executive,1.0,,4.0
Male,No,27.0,Yes,Artist,7.0,Low,
,No,18.0,No,Healthcare,,,3.0
Female,No,,,Artist,8.0,Low,
Female,Yes,35.0,Yes,Artist,,,2.0
Female,No,,,Artist,2.0,Low,2.0
Male,No,18.0,,Healthcare,,Low,
Female,No,22.0,No,,,,3.0
Male,Yes,56.0,,Executive,1.0,Average,
Female,Yes,,,Homemaker,9.0,,2.0
Female,Yes,40.0,,Homemaker,,,
,Yes,50.0,Yes,Artist,8.0,Average,2.0
Male,No,42.0,Yes,,,,
Female,Yes,61.0,,,1.0,Average,
Male,No,,No,Doctor,1.0,,6.0
,Yes,69.0,,Entertainment,1.0,Low,2.0
,Yes,38.0,,Engineer,4.0,Low,2.0
,Yes,,Yes,Doctor,,Average,
,Yes,61.0,Yes,,3.0,,
Female,No,20.0,,Healthcare,4.0,Low,6.0
Female,Yes,46.0,,Engineer,1.0,Average,
Male,Yes,,No,,,,
Male,Yes,51.0,Yes,Doctor,,,2.0
Female,Yes,58.0,,,4.0,Average,
Female,No,,,Healthcare,1.0,,5.0
,No,26.0,No,Entertainment,0.0,Low,2.0
Male,Yes,58.0,,Executive,4.0,,3.0
Male,Yes,65.0,Yes,,0.0,High,2.0
Male,Yes,41.0,Yes,Engineer,,,2.0
,Yes,42.0,,Doctor,0.0,Average,
,Yes,25.0,,,14.0,,
,No,30.0,,Homemaker,10.0,,
,Yes,,Yes,,,Low,
Male,Yes,,,Lawyer,1.0,Low,1.0
Female,Yes,51.0,,,0.0,High,
,No,26.0,Yes,Doctor,1.0,Low,4.0
Female,Yes,37.0,,Entertainment,2.0,Average,
,No,25.0,No,Doctor,0.0,Low,
,No,41.0,Yes,,,Low,
,Yes,,Yes,Executive,,,
Male,Yes,,,Entertainment,0.0,Average,3.0
Male,No,21.0,,,3.0,Low,7.0
,No,,,Engineer,0.0,Low,
,Yes,45.0,Yes,,0.0,Average,2.0
,Yes,51.0,No,Executive,,Low,4.0
Male,No,25.0,,Entertainment,1.0,,3.0
,No,29.0,Yes,,2.0,Low,3.0
,Yes,45.0,No,Marketing,1.0,Low,2.0
,Yes,47.0,No,,8.0,Average,5.0
,No,56.0,Yes,,,,2.0
Female,No,40.0,,Artist,8.0,Low,
Female,Yes,65.0,Yes,Lawyer,,Low,1.0
,No,40.0,Yes,,2.0,Low,
Male,Yes,,Yes,Doctor,8.0,,
Male,Yes,,Yes,Artist,2.0,,3.0
Female,Yes,58.0,Yes,,,Low,1.0
Female,No,30.0,,Doctor,,Low,3.0
Male,Yes,35.0,Yes,Artist,10.0,High,
Female,Yes,53.0,No,,9.0,Low,1.0
Female,Yes,58.0,,Artist,0.0,,
Female,Yes,88.0,Yes,,1.0,High,
Female,No,27.0,No,Marketing,,,3.0
,No,,Yes,Artist,9.0,,
,Yes,41.0,Yes,,,,1.0
Female,No,,,Artist,1.0,,4.0
,Yes,35.0,,Entertainment,,,3.0
Male,Yes,76.0,,Executive,1.0,High,
,No,33.0,,,0.0,,1.0
Female,Yes,59.0,Yes,,5.0,Low,2.0
,Yes,45.0,,,0.0,Low,
Female,Yes,,,Lawyer,,,2.0
Female,No,33.0,No,Engineer,1.0,,3.0
,Yes,,No,Lawyer,0.0,High,2.0
Male,No,,No,,,,4.0
Female,No,,,Healthcare,0.0,Low,4.0
Male,Yes,37.0,,,,High,2.0
Female,No,25.0,No,,0.0,Low,8.0
Female,No,89.0,,Lawyer,,Low,1.0
Female,No,33.0,Yes,Entertainment,,Low,
Female,Yes,,Yes,Artist,,,
Female,Yes,,,Artist,,Average,4.0
,No,39.0,Yes,Artist,0.0,Low,1.0
Male,No,30.0,Yes,Healthcare,3.0,Low,6.0
Female,Yes,37.0,No,Executive,,,2.0
Female,No,40.0,No,Marketing,,Low,1.0
,No,38.0,Yes,Artist,6.0,,
Male,Yes,52.0,No,,1.0,Low,
,Yes,48.0,No,,,,5.0
Female,Yes,,No,Engineer,1.0,Average,
Female,No,36.0,Yes,Engineer,,,
Male,Yes,59.0,Yes,,,Average,2.0
,Yes,71.0,No,,,Average,3.0
Male,Yes,78.0,,,0.0,Low,
Male,Yes,,Yes,,1.0,Average,2.0
,No,,Yes,Artist,0.0,,
Male,No,22.0,No,Healthcare,,Low,
Male,Yes,,Yes,Artist,1.0,Average,2.0
,No,,No,Healthcare,1.0,,8.0
Female,Yes,,,Homemaker,1.0,High,2.0
Female,No,,,,1.0,Low,4.0
Female,No,31.0,No,Engineer,1.0,,
,Yes,37.0,,,1.0,Low,5.0
Male,Yes,,Yes,Doctor,1.0,Average,4.0
Male,Yes,,Yes,Doctor,,Average,4.0
Female,No,,,Executive,1.0,,
,No,43.0,Yes,,1.0,,1.0
,No,20.0,No,Marketing,0.0,,4.0
Female,No,28.0,,,0.0,,4.0
Female,No,33.0,,,7.0,Low,6.0
Female,No,49.0,Yes,Artist,0.0,Low,
Male,No,43.0,,,6.0,Low,5.0
Female,No,40.0,Yes,Healthcare,9.0,Low,1.0
Female,No,21.0,No,Doctor,,,3.0
Female,Yes,,No,Engineer,1.0,Low,
Male,Yes,49.0,,Doctor,1.0,Average,3.0
Female,Yes,,,,0.0,Low,2.0
Male,Yes,56.0,,,,,2.0
Female,No,41.0,,,,,1.0
Female,No,32.0,Yes,,8.0,Low,1.0
Female,Yes,,,Artist,4.0,Average,
,Yes,66.0,No,Lawyer,,,2.0
Female,No,,Yes,Homemaker,,Low,1.0
,Yes,69.0,No,Entertainment,,,8.0
,No,27.0,,Healthcare,,Low,
,Yes,67.0,Yes,,1.0,,1.0
,Yes,32.0,No,,,,2.0
Male,Yes,43.0,,Entertainment,,Average,
,Yes,36.0,No,,0.0,,
Male,Yes,43.0,Yes,Executive,6.0,High,
,Yes,,,Artist,9.0,,5.0
,Yes,36.0,,Artist,0.0,Average,
Female,No,23.0,No,Healthcare,4.0,,3.0
Female,Yes,50.0,,Artist,,Average,
Male,No,22.0,No,Healthcare,1.0,,
,Yes,62.0,,Artist,,High,3.0
Female,Yes,35.0,,,0.0,,
,Yes,52.0,,,0.0,,2.0
,Yes,68.0,Yes,Lawyer,0.0,,3.0
Male,No,,Yes,Artist,1.0,,
Female,No,,Yes,Healthcare,,,1.0
Male,No,49.0,Yes,Entertainment,0.0,Low,1.0
Male,Yes,37.0,Yes,Artist,,Average,
Male,Yes,53.0,Yes,,9.0,,2.0
Female,Yes,70.0,,,,Low,
Female,No,43.0,Yes,Artist,,Low,4.0
,Yes,,Yes,Executive,0.0,High,2.0
,No,25.0,,,9.0,Low,2.0
Male,Yes,45.0,Yes,Artist,0.0,Average,4.0
Female,No,,,Engineer,,Low,1.0
Male,Yes,43.0,Yes,Artist,9.0,Average,2.0
Female,Yes,65.0,,Lawyer,0.0,Low,
Female,Yes,,Yes,Artist,0.0,,4.0
Male,Yes,59.0,,Artist,8.0,,
,No,,,Healthcare,0.0,Low,2.0
Male,Yes,,,Healthcare,,Low,2.0
Male,Yes,58.0,Yes,,,Low,
Male,Yes,71.0,No,Artist,,Low,
Male,Yes,53.0,No,,1.0,Low,5.0
Male,Yes,36.0,Yes,Doctor,8.0,Average,4.0
Male,No,33.0,No,Engineer,,,4.0
Male,No,32.0,Yes,,0.0,,3.0
Male,Yes,41.0,,Engineer,,Average,5.0
,No,,,Entertainment,,Low,1.0
,Yes,84.0,,Lawyer,,,2.0
Male,Yes,,Yes,,,,4.0
,No,26.0,No,,1.0,Low,4.0
,Yes,41.0,Yes,Artist,5.0,High,3.0
,No,25.0,No,Healthcare,4.0,Low,
Male,Yes,26.0,Yes,,9.0,,3.0
Female,No,27.0,,Doctor,0.0,,5.0
Male,Yes,41.0,No,Executive,0.0,High,3.0
Female,Yes,,,Lawyer,0.0,Low,1.0
Female,Yes,,Yes,Healthcare,1.0,,3.0
Female,No,28.0,,Healthcare,,Low,3.0
,Yes,,Yes,Artist,0.0,Low,2.0
Male,Yes,58.0,No,Executive,,,5.0
Female,No,42.0,Yes,,0.0,Low,3.0
Female,No,37.0,Yes,Artist,0.0,Low,3.0
Male,Yes,49.0,Yes,,0.0,,1.0
,No,39.0,Yes,Entertainment,3.0,,
,No,21.0,No,,,Low,5.0
Male,Yes,69.0,No,Lawyer,0.0,Low,3.0
Female,Yes,50.0,Yes,Artist,1.0,,
Male,Yes,37.0,,,8.0,Average,2.0
Male,Yes,,,Entertainment,1.0,Low,
Male,Yes,52.0,Yes,,1.0,High,4.0
,No,23.0,,Healthcare,,Low,
Male,Yes,35.0,Yes,Artist,,,3.0
Female,Yes,49.0,,Artist,0.0,,4.0
Female,No,27.0,,,,Low,7.0
Male,No,43.0,Yes,Artist,1.0,,2.0
,No,,,Entertainment,1.0,,1.0
Female,Yes,52.0,No,Executive,1.0,Low,1.0
Male,Yes,31.0,,Doctor,,Average,
,No,,Yes,,0.0,Low,
Male,Yes,,Yes,Executive,0.0,High,
,Yes,37.0,Yes,,0.0,Low,3.0
,No,,,Artist,,,5.0
Female,No,,,Artist,,Low,2.0
Male,No,,,,,Low,1.0
Male,No,30.0,No,,13.0,Low,4.0
Male,No,,No,Entertainment,0.0,Low,1.0
Female,No,42.0,Yes,,,,
,Yes,,Yes,,0.0,,2.0
Male,Yes,71.0,,Executive,1.0,,
Female,No,23.0,No,Healthcare,4.0,Low,
Male,Yes,81.0,Yes,Lawyer,9.0,Low,
Female,Yes,,Yes,Engineer,,,1.0
,No,,Yes,Artist,1.0,Low,2.0
Male,No,25.0,No,Entertainment,8.0,Low,
,Yes,38.0,,,1.0,,
Male,Yes,25.0,,Executive,8.0,High,
Male,Yes,,,Artist,1.0,High,
,Yes,,Yes,Artist,,Low,4.0
,No,63.0,Yes,Artist,,Low,
Female,Yes,39.0,Yes,Artist,0.0,High,
Female,No,25.0,,Engineer,,Low,1.0
,No,67.0,Yes,Artist,0.0,Low,
,Yes,81.0,Yes,,1.0,,1.0
,No,31.0,Yes,Artist,,Low,
,No,22.0,,Healthcare,1.0,Low,4.0
Female,Yes,73.0,,,,High,
Female,No,33.0,No,,,Low,2.0
Female,Yes,,No,,8.0,High,5.0
Male,Yes,,,Lawyer,,Low,1.0
Male,Yes,,,Executive,4.0,High,8.0
Male,Yes,66.0,Yes,Artist,,Average,
,Yes,41.0,Yes,Artist,,High,
Female,Yes,,Yes,Artist,1.0,Low,
Female,Yes,,Yes,,0.0,,
Female,No,31.0,No,Entertainment,9.0,Low,
,Yes,63.0,,,0.0,Average,2.0
Male,Yes,,No,,,High,
Female,No,,,,0.0,,1.0
Male,Yes,39.0,No,,,,4.0
Female,Yes,,Yes,Artist,8.0,High,3.0
Female,No,32.0,,Healthcare,0.0,Low,
,No,25.0,Yes,Healthcare,1.0,Low,3.0
Female,No,22.0,,Healthcare,,,
Female,No,38.0,Yes,Artist,1.0,Low,3.0
,Yes,37.0,Yes,Artist,,Average,2.0
Male,Yes,78.0,No,,,High,2.0
Female,Yes,,,,2.0,Average,
Male,Yes,43.0,,Healthcare,5.0,Average,2.0
Male,No,23.0,No,,1.0,,
Male,No,43.0,,,,Low,1.0
,Yes,43.0,Yes,,2.0,Average,2.0
Male,Yes,71.0,No,Lawyer,3.0,High,
Female,Yes,38.0,Yes,,,,
,No,27.0,Yes,Healthcare,0.0,Low,
Male,Yes,48.0,Yes,Executive,9.0,,4.0
Female,No,,,Engineer,,Low,2.0
,Yes,,,Artist,1.0,Average,
Female,Yes,41.0,,Engineer,0.0,Low,
,No,,,,0.0,Low,2.0
Male,No,,No,,1.0,Low,6.0
Male,No,27.0,Yes,Healthcare,,,3.0
,Yes,,Yes,Artist,3.0,Average,
Male,Yes,,Yes,Lawyer,,High,2.0
Male,Yes,28.0,No,,,Average,2.0
,Yes,48.0,,Doctor,1.0,Average,
Male,Yes,,Yes,,,Low,2.0
Female,No,,,Healthcare,0.0,,
,No,,Yes,Engineer,6.0,,
Male,No,43.0,Yes,,1.0,Low,
Female,Yes,,,Artist,1.0,,2.0
Female,No,43.0,Yes,,1.0,,2.0
,No,28.0,,,1.0,Low,6.0
Female,Yes,48.0,Yes,Engineer,0.0,Average,4.0
Male,Yes,82.0,No,Lawyer,1.0,High,
,Yes,49.0,,Artist,,Low,2.0
,Yes,41.0,Yes,Artist,0.0,,
,Yes,66.0,Yes,Entertainment,,Average,
Male,No,,,Healthcare,,Low,
,No,31.0,Yes,,,,
Female,Yes,49.0,Yes,,3.0,,5.0
,Yes,77.0,,Lawyer,1.0,High,2.0
Male,No,,Yes,Entertainment,0.0,Low,2.0
Male,Yes,78.0,No,Entertainment,,,1.0
,No,,Yes,,7.0,Low,1.0
Female,Yes,,Yes,Artist,,,2.0
Male,Yes,,Yes,,0.0,,
Male,Yes,35.0,,Artist,,,
Female,Yes,52.0,Yes,,,Average,3.0
,No,35.0,No,,,Low,
Female,Yes,,Yes,Engineer,4.0,,4.0
Male,Yes,,,,,Low,1.0
Male,Yes,63.0,No,Healthcare,0.0,,4.0
,Yes,47.0,Yes,Artist,0.0,Low,
Female,Yes,41.0,Yes,Homemaker,,Average,
,No,38.0,,,4.0,Low,2.0
Male,No,32.0,No,Doctor,2.0,,
,No,31.0,No,Healthcare,,Low,6.0
Male,Yes,36.0,,Executive,1.0,High,3.0
Male,Yes,,,Artist,0.0,Low,1.0
,No,41.0,,,,Low,
,Yes,53.0,Yes,,,,4.0
Male,Yes,51.0,,,,Low,1.0
Male,Yes,,No,Executive,,Low,2.0
Female,Yes,45.0,,Artist,,High,
Male,Yes,72.0,Yes,Executive,,High,
Female,Yes,,,Artist,2.0,Average,2.0
,Yes,26.0,No,,9.0,,
Female,No,29.0,No,Entertainment,9.0,Low,
Male,No,,Yes,Entertainment,1.0,,
,No,18.0,,Healthcare,1.0,Low,4.0
Male,No,,No,Marketing,1.0,Low,
,No,70.0,,,0.0,,
Female,No,19.0,No,,,Low,5.0
Male,Yes,46.0,,Artist,,Average,
Male,Yes,53.0,,Executive,1.0,High,4.0
Female,Yes,50.0,Yes,Artist,0.0,,
,Yes,43.0,Yes,,1.0,Average,
,No,,No,Healthcare,0.0,Low,
,Yes,61.0,Yes,,0.0,Average,2.0
,Yes,,Yes,Doctor,9.0,,2.0
Female,Yes,63.0,Yes,,4.0,Average,3.0
Female,Yes,83.0,,Lawyer,1.0,Low,1.0
Male,Yes,32.0,,,5.0,Low,2.0
,Yes,,Yes,Artist,1.0,Average,5.0
,Yes,,,Doctor,1.0,Average,
Female,No,19.0,,Healthcare,8.0,Low,
Male,Yes,88.0,,,0.0,High,
Male,Yes,35.0,Yes,Artist,,Low,2.0
Male,Yes,,Yes,,0.0,,4.0
Female,Yes,,Yes,Artist,9.0,Average,4.0
Female,Yes,27.0,,Healthcare,0.0,Low,2.0
Male,Yes,35.0,Yes,Executive,4.0,,
Female,No,,No,,,Low,3.0
Male,Yes,,No,Entertainment,12.0,Average,
Female,No,33.0,No,Healthcare,,,6.0
,Yes,58.0,Yes,,0.0,Low,1.0
Male,Yes,86.0,No,Executive,,High,2.0
,Yes,61.0,No,Engineer,7.0,,5.0
Male,No,,,Artist,0.0,,3.0
Male,No,20.0,No,Healthcare,0.0,Low,
Male,No,,,Artist,0.0,,4.0
,Yes,69.0,No,Artist,,,2.0
,No,,Yes,,9.0,,4.0
Female,No,72.0,Yes,Lawyer,,Low,2.0
,Yes,37.0,Yes,Artist,,Low,1.0
Male,No,22.0,No,Healthcare,0.0,Low,
Female,No,25.0,No,Healthcare,,Low,
,No,33.0,Yes,Healthcare,4.0,Low,1.0
Male,Yes,,,,,Average,4.0
,Yes,55.0,Yes,Artist,,Low,2.0
Male,Yes,23.0,No,Executive,1.0,,9.0
,Yes,51.0,No,Doctor,,High,1.0
Male,Yes,69.0,No,Doctor,0.0,Average,3.0
Female,Yes,73.0,No,Lawyer,,High,2.0
Female,No,,,Marketing,,Low,3.0
Female,No,,,Artist,1.0,Low,1.0
,Yes,46.0,,Artist,,Average,
Female,Yes,53.0,Yes,Engineer,,Low,4.0
,Yes,53.0,No,,0.0,Average,
Male,Yes,,No,,0.0,High,
,Yes,,,Artist,1.0,Average,3.0
Female,Yes,86.0,,,,,2.0
,No,27.0,Yes,,,Low,1.0
,No,,Yes,Artist,8.0,,1.0
,No,33.0,No,Marketing,11.0,,9.0
Male,Yes,,No,Executive,1.0,High,2.0
Male,Yes,,,,,Low,2.0
Male,Yes,,,,,,4.0
,No,,Yes,,6.0,,
Male,No,,No,,1.0,Low,
Male,No,,No,Entertainment,0.0,,
,No,22.0,,Healthcare,0.0,,
,Yes,80.0,Yes,,0.0,,3.0
Female,Yes,32.0,,Artist,,,3.0
,Yes,,Yes,Lawyer,,Low,
Male,No,22.0,No,Healthcare,1.0,Low,
Female,Yes,32.0,,Healthcare,0.0,Low,
Male,Yes,,Yes,Executive,9.0,Low,
Male,Yes,49.0,Yes,,,Average,
Male,Yes,55.0,Yes,Executive,0.0,High,9.0
Male,No,28.0,Yes,Entertainment,1.0,Low,
Male,Yes,,Yes,Artist,,Low,
Female,Yes,,No,Doctor,1.0,,
Female,No,37.0,Yes,Artist,,Low,
,No,,No,Healthcare,1.0,,3.0
,Yes,43.0,Yes,Marketing,,High,6.0
Female,Yes,73.0,Yes,Doctor,,Low,1.0
Female,No,,,,1.0,Low,
,Yes,28.0,No,Doctor,0.0,Average,
Female,Yes,35.0,Yes,Entertainment,9.0,Average,2.0
Female,Yes,48.0,Yes,Artist,3.0,High,3.0
Female,No,32.0,Yes,,,Low,3.0
Male,Yes,66.0,Yes,,0.0,,2.0
Female,Yes,47.0,Yes,,8.0,High,
Male,Yes,28.0,Yes,Healthcare,1.0,Low,2.0
,Yes,,Yes,Artist,3.0,Average,2.0
Female,Yes,75.0,Yes,Lawyer,,,2.0
,Yes,,Yes,,1.0,High,3.0
Male,No,41.0,Yes,Entertainment,1.0,Low,
Female,No,25.0,,Doctor,1.0,Low,3.0
,Yes,52.0,No,Doctor,,,3.0
,Yes,58.0,,Doctor,0.0,,2.0
,No,26.0,,Healthcare,,Low,1.0
Female,No,49.0,,,,,
,No,,,,,Low,
Male,No,53.0,Yes,Artist,0.0,,1.0
Female,No,,Yes,,,,4.0
,No,33.0,,,,Low,4.0
,Yes,,Yes,,,,
Female,No,40.0,Yes,Artist,1.0,Low,
Male,Yes,47.0,No,Executive,,,4.0
Male,No,27.0,,Healthcare,10.0,Low,5.0
Male,Yes,,,,,Low,6.0
Male,Yes,56.0,No,Lawyer,0.0,,
Male,Yes,48.0,Yes,Executive,,High,5.0
Female,No,32.0,,Engineer,,,
Male,Yes,39.0,,Doctor,1.0,Average,
,Yes,39.0,Yes,Artist,,Average,
Female,No,39.0,Yes,Artist,9.0,Low,1.0
,Yes,60.0,No,Artist,1.0,High,4.0
,No,,,Engineer,,Low,
,Yes,50.0,,,0.0,Average,4.0
,Yes,,Yes,Entertainment,,,
Female,No,20.0,,Entertainment,1.0,,4.0
,No,29.0,,Healthcare,,Low,
,No,37.0,No,Engineer,0.0,Low,
Male,Yes,25.0,,Doctor,1.0,Low,2.0
,Yes,,Yes,Entertainment,,Low,6.0
,Yes,68.0,,Engineer,0.0,,1.0
Male,No,,,Healthcare,2.0,Low,3.0
Female,Yes,30.0,No,Doctor,,Average,
Female,Yes,,Yes,Artist,0.0,High,2.0
Female,No,52.0,,Artist,,Low,1.0
,No,,,Healthcare,,,1.0
Female,Yes,36.0,,,11.0,Low,2.0
,No,31.0,No,,1.0,,4.0
Male,Yes,,Yes,,0.0,Average,
,Yes,,Yes,Artist,,,2.0
,No,,,Healthcare,1.0,Low,1.0
Male,Yes,57.0,No,Entertainment,0.0,Low,4.0
Male,Yes,,Yes,,0.0,Average,5.0
,No,,No,,,,
,No,41.0,Yes,,1.0,Low,2.0
Male,Yes,69.0,Yes,Artist,0.0,,1.0
Male,Yes,,No,Entertainment,11.0,Average,
Female,No,49.0,Yes,Doctor,0.0,Low,
,Yes,59.0,Yes,Marketing,,,3.0
Female,Yes,37.0,,Doctor,2.0,,
Female,Yes,68.0,,Lawyer,3.0,,
Male,No,29.0,,Entertainment,,Low,3.0
,No,,,,,,2.0
,Yes,,Yes,,1.0,,4.0
Male,No,49.0,,Entertainment,1.0,Low,3.0
Female,No,33.0,Yes,Engineer,1.0,Low,5.0
