alcohol,density,volatile acidity,free sulfur dioxide,qualitywhite
12.5,0.9898,0.24,36.0,7
10.5,0.9914,0.22,40.0,6
9.9,0.9981,0.28,32.0,6
11.4,0.9957,0.45,25.0,7
9.8,998.0,0.23,44.0,6
11.4,0.9957,0.45,25.0,7
9.2,0.9986,0.23,32.0,4
8.9,0.9983,0.28,60.0,5
8.9,0.9982,0.27,64.0,5
9.5,997.0,0.2,45.0,7
11.5,0.9947,0.25,42.0,6
9.5,997.0,0.2,45.0,7
11.5,0.9947,0.25,42.0,6
9.5,0.99416,0.2,16.0,6
9.7,0.99516,0.39,10.0,5
9.7,0.99496,0.23,20.0,5
9.5,0.9974,0.44,10.0,6
9.4,0.99579,0.28,48.0,5
9.0,0.9983,0.34,37.0,4
10.6,0.99471,0.15,39.0,6
9.5,0.9974,0.44,10.0,6
9.1,0.99644,0.29,41.0,5
9.4,0.99579,0.28,48.0,5
8.8,0.99699,0.23,49.0,5
10.4,0.99758,0.23,52.0,5
8.9,0.9977,0.36,35.0,5
10.6,0.99397,0.31,28.0,7
9.0,0.9983,0.34,37.0,4
10.6,0.99471,0.15,39.0,6
10.6,0.99243,0.2,16.0,6
9.0,0.9962,0.27,45.0,5
8.8,1.00182,0.34,46.0,6
10.5,0.99384,0.18,34.0,7
9.5,0.99582,0.29,51.0,5
9.0,0.9962,0.27,45.0,5
10.4,0.9924,0.26,47.0,6
10.0,0.99466,0.21,35.0,6
10.4,0.99212,0.14,24.0,5
9.0,0.99449,0.39,34.0,6
9.3,0.99748,0.48,57.0,5
9.0,0.99449,0.39,34.0,6
9.3,0.99748,0.48,57.0,5
9.0,0.99475,0.36,20.0,6
11.5,0.99189,0.25,11.0,6
9.0,0.99827,0.3,49.0,5
10.4,0.99752,0.19,53.0,6
9.0,0.99827,0.3,49.0,5
10.6,0.99479,0.42,20.0,5
10.4,0.99752,0.19,53.0,6
8.5,0.99642,0.2,35.0,6
9.3,1.00047,0.19,47.0,6
10.5,0.99382,0.19,41.0,7
9.9,0.99784,0.25,50.0,6
10.4,0.99486,0.25,28.0,6
10.1,0.99537,0.46,10.0,5
10.5,0.99382,0.19,41.0,7
9.2,0.99838,0.29,47.0,4
9.4,0.99566,0.31,57.0,6
10.6,0.99268,0.14,25.0,6
9.4,0.99566,0.31,57.0,6
8.7,0.99468,0.4,45.0,5
10.2,0.9933,0.16,20.0,6
10.3,0.99307,0.16,18.0,6
9.5,0.99907,0.33,67.0,5
9.5,0.99907,0.33,67.0,5
9.5,0.99907,0.33,67.0,5
9.5,0.99907,0.33,67.0,5
9.4,0.99471,0.41,47.0,5
9.4,0.99471,0.43,49.0,5
9.5,0.99907,0.33,67.0,5
12.6,0.99148,0.4,26.0,7
10.5,0.99383,0.18,21.0,7
10.8,0.99365,0.17,38.0,6
9.9,0.99272,0.32,39.0,6
12.6,0.99148,0.4,26.0,7
12.2,0.99235,0.32,38.0,7
10.0,0.99508,0.42,62.0,6
10.6,0.9946,0.28,47.0,7
9.5,0.99674,0.29,66.0,6
12.8,0.99018,0.41,23.0,8
12.2,0.99235,0.32,38.0,7
12.6,0.99084,0.3,28.0,7
9.4,0.99856,0.22,25.0,5
9.0,0.99591,0.26,50.0,5
9.1,0.9975,0.44,26.0,5
9.4,0.9944,0.42,15.0,6
12.2,0.99173,0.36,40.0,7
10.0,0.99378,295.0,18.0,5
9.2,0.99805,0.21,34.0,5
9.3,0.99534,0.28,36.0,5
9.8,0.99232,0.28,11.0,6
9.2,0.99805,0.21,34.0,5
12.0,0.99078,0.22,44.0,7
9.3,0.99534,0.28,36.0,5
12.6,0.99061,0.32,15.0,7
12.2,0.99182,0.19,42.0,6
11.0,0.9966,0.42,49.0,6
12.0,0.9912,0.2,34.0,7
8.8,0.99779,0.24,51.0,5
8.9,0.99814,0.26,58.0,4
12.7,0.99096,0.4,39.0,7
11.8,0.99379,0.2,42.0,6
10.2,0.99426,445.0,11.0,5
9.9,0.99228,0.41,23.0,6
11.1,0.99335,0.2,42.0,6
9.4,0.99595,0.3,54.0,5
9.7,0.99297,0.35,7.0,6
9.7,0.99687,0.35,22.0,5
9.7,0.99297,0.35,7.0,6
9.7,0.99687,0.35,22.0,5
9.8,0.99445,0.3,29.0,5
9.3,0.9986,0.38,25.0,6
10.5,0.99154,0.3,31.0,5
9.3,0.9981,0.4,38.0,6
12.6,0.98993,0.37,64.0,8
8.9,1.00241,0.23,128.0,5
10.3,0.99716,0.27,50.0,5
10.6,0.99437,0.26,110.0,5
9.0,0.9972,0.28,61.0,4
9.7,0.99756,0.34,40.0,5
9.5,0.99509,0.23,21.0,6
10.3,0.99572,0.29,27.0,6
9.7,0.99756,0.34,40.0,5
12.3,0.99175,0.4,27.0,8
10.5,0.99254,0.17,39.0,5
9.5,0.99509,0.23,21.0,6
10.0,0.99676,0.24,41.0,6
8.8,0.9979,0.28,58.0,4
10.9,0.99194,0.23,24.0,6
12.2,0.99077,0.26,14.0,6
9.5,0.99782,0.46,19.0,5
10.0,0.99942,0.31,46.0,5
9.6,0.99708,0.25,53.0,6
8.7,0.99353,0.28,36.0,6
10.7,0.99256,0.18,46.0,7
11.1,0.99199,0.21,26.0,6
12.5,0.9918,0.48,14.0,7
10.4,0.99354,0.34,29.0,6
11.5,0.99244,0.21,20.0,5
9.4,0.99831,0.32,60.0,5
9.3,0.99396,495.0,17.0,5
10.1,0.99724,0.25,30.0,6
9.7,0.99524,0.25,14.0,5
10.5,0.9927,0.18,39.0,6
9.7,0.99802,0.24,44.0,5
9.2,0.99512,0.32,42.5,5
9.8,0.99438,0.32,24.0,5
9.0,0.99679,0.33,40.0,5
9.1,0.99652,0.3,40.0,6
10.4,0.99698,0.34,70.0,6
10.7,0.99474,0.16,29.0,6
10.5,0.99511,0.1,25.0,7
9.2,0.99582,0.45,47.0,5
11.5,0.99125,0.33,5.0,4
10.4,0.99256,0.48,5.0,3
12.0,0.9911,0.2,43.0,6
12.2,0.99168,0.32,41.0,6
12.0,0.9911,0.2,43.0,6
9.8,0.99556,0.22,24.0,6
9.3,1.00098,0.23,52.5,5
9.6,0.99516,0.27,21.0,4
9.5,0.99516,0.27,21.0,4
10.2,0.99518,0.23,37.0,6
10.4,0.99347,0.15,14.0,8
11.0,0.9929,0.26,26.0,6
10.4,0.99347,0.15,14.0,8
8.7,0.99841,0.2,56.0,5
9.9,0.99362,0.3,24.0,4
9.9,0.99361,0.3,24.0,4
11.3,0.9914,0.21,7.0,4
12.0,0.99114,0.46,28.0,8
10.7,0.9925,0.28,34.0,8
10.1,0.99453,0.24,32.0,6
9.6,0.9938,0.17,42.0,7
9.6,0.9938,0.17,43.0,6
8.7,0.99806,695.0,58.0,5
10.3,0.9961,0.27,28.0,5
9.1,1.00016,0.3,25.0,5
11.8,0.9916,0.19,13.0,6
11.9,0.99116,0.36,26.0,6
10.3,0.99319,0.16,17.0,6
10.0,0.99517,0.19,16.0,4
10.2,0.99514,0.16,18.0,4
10.0,0.99566,0.26,72.0,6
12.7,0.99166,0.33,19.0,6
9.6,0.99587,0.16,23.0,5
9.5,0.99558,0.23,59.0,5
12.7,0.99117,0.44,23.0,6
11.0,0.99399,0.31,23.0,6
9.1,0.99741,705.0,44.0,5
10.2,0.99405,0.21,23.0,4
10.1,0.99622,0.16,30.0,6
9.2,1.00051,0.27,50.0,6
9.4,0.99803,0.38,50.0,4
10.2,0.99405,0.21,23.0,4
9.2,0.99773,0.38,28.0,4
10.0,0.99397,0.24,23.0,5
10.1,0.99622,0.16,30.0,6
9.0,0.99713,815.0,45.0,5
9.5,0.99274,0.41,25.0,5
9.1,1.00118,0.36,67.0,5
13.3,0.99176,0.4,23.0,7
9.5,0.9969,0.26,53.0,5
9.2,0.99771,0.44,28.0,5
10.1,0.99411,0.24,17.0,6
9.2,0.99771,0.44,28.0,5
10.1,0.99411,0.24,17.0,6
11.2,0.99194,0.22,32.0,6
9.8,0.99558,0.34,70.0,6
11.2,0.99194,0.22,32.0,6
9.8,0.99558,0.34,70.0,6
9.4,0.99577,0.28,61.0,5
9.0,0.99564,0.29,50.0,5
9.4,0.99578,0.27,60.0,5
8.9,0.99888,0.35,63.0,6
9.1,1.00014,0.28,48.0,6
9.8,0.99441,0.35,9.0,4
9.4,0.99594,0.43,29.0,5
10.0,0.99437,0.26,34.0,6
9.4,0.99594,0.43,29.0,5
9.9,0.9979,0.27,36.0,6
10.0,0.99434,0.46,49.0,5
11.5,0.99203,0.2,13.0,6
9.2,998.0,285.0,32.0,5
10.0,0.99316,0.32,40.0,5
9.2,998.0,285.0,32.0,5
10.0,0.99314,0.34,40.5,5
10.0,0.99316,0.32,40.0,5
9.8,0.99612,0.27,21.0,6
10.5,0.99295,0.26,19.0,6
10.6,0.99394,0.27,61.0,6
9.4,0.99642,0.56,38.0,5
9.4,0.99642,0.56,38.0,5
11.0,0.99248,0.19,35.0,7
10.8,0.99268,0.2,36.0,6
9.0,0.99954,0.29,58.0,5
9.6,0.99692,0.32,47.0,6
10.6,0.99592,0.33,36.0,6
10.6,0.99592,0.33,36.0,6
9.6,0.99692,0.32,47.0,6
9.2,0.99822,0.33,31.0,5
9.2,0.99822,0.33,31.0,5
9.5,0.99402,0.26,11.0,5
9.5,0.99404,0.25,12.0,5
10.3,0.99787,0.26,37.0,7
8.8,0.99347,0.26,35.0,5
8.7,0.99838,0.28,53.0,5
8.7,0.99839,0.27,51.0,5
10.2,0.99375,0.28,27.0,6
10.1,0.99155,0.16,26.0,6
9.5,0.9936,0.34,29.0,5
9.5,0.99434,0.25,34.0,5
11.6,0.9922,0.35,23.0,7
10.7,0.99571,0.24,12.0,6
10.1,0.99658,0.29,20.0,6
11.1,0.99076,0.27,17.0,7
9.8,0.99496,0.56,19.0,5
9.0,0.9937,0.29,52.0,6
11.1,0.99076,0.27,17.0,7
9.5,0.99542,0.27,58.0,6
9.4,0.99825,0.24,18.0,6
10.2,0.99289,0.32,22.0,5
9.8,0.99432,0.37,39.5,6
9.5,0.99523,0.26,54.0,6
9.5,0.99542,0.27,58.0,6
9.0,0.9959,0.3,55.0,5
10.1,0.99543,0.28,61.0,6
8.8,0.99662,0.24,37.0,5
11.9,0.99088,0.27,25.0,6
11.9,0.99088,0.27,25.0,6
9.3,0.99922,0.28,32.0,6
10.0,0.9966,0.39,11.0,6
9.5,0.99466,0.2,49.0,5
9.3,0.99922,0.28,32.0,6
9.7,0.99836,0.31,20.0,4
9.7,0.99836,0.31,20.0,4
10.2,0.99238,0.18,45.0,5
10.8,0.99645,0.23,13.0,5
8.8,1.0,0.21,32.0,5
8.8,1.0,0.21,32.0,5
11.4,0.99376,0.26,37.0,6
8.8,1.0,0.21,32.0,5
9.8,0.99513,0.31,39.0,5
9.4,0.99556,0.34,11.0,4
9.4,0.99556,0.34,11.0,4
9.4,0.99543,0.3,54.0,6
9.4,0.99886,0.4,37.0,6
9.7,0.99526,0.32,63.0,6
12.3,0.99166,0.34,36.0,7
9.8,0.99691,0.26,45.0,6
9.0,0.99732,0.27,18.0,5
9.2,0.99573,0.28,46.0,6
9.4,0.99656,0.3,68.0,6
9.9,0.99112,175.0,20.0,6
9.8,0.99214,0.34,13.0,5
12.3,0.99165,0.34,34.0,7
11.9,0.99004,0.12,15.0,7
10.2,0.99463,0.32,33.0,6
9.5,0.99683,0.51,61.0,6
11.9,0.99004,0.12,15.0,7
9.2,0.99596,0.24,67.0,5
9.7,0.99898,0.41,28.0,5
11.5,0.99114,0.18,35.0,7
10.4,0.99508,0.17,32.0,8
11.6,0.99306,0.2,41.0,5
9.7,0.99898,0.41,28.0,5
10.4,0.99508,0.17,32.0,8
11.5,0.99114,0.18,35.0,7
10.2,0.99342,0.16,29.0,6
9.8,0.99345,0.16,27.0,6
9.0,0.99772,0.42,26.0,5
10.5,0.99239,0.3,57.0,6
9.4,0.99502,0.54,8.0,4
9.4,0.99502,0.54,8.0,4
10.8,0.99479,0.22,53.0,5
10.7,0.99207,0.23,19.0,7
10.6,0.99497,0.26,21.0,6
9.2,0.99828,0.23,15.0,6
9.5,0.99542,0.28,30.0,6
9.5,0.99542,0.28,30.0,6
10.0,0.99228,0.27,20.0,5
10.6,0.99706,0.29,34.0,5
10.6,0.99497,0.26,21.0,6
10.6,0.99669,0.27,19.5,5
9.2,0.99828,0.23,15.0,6
11.0,0.99269,0.32,28.0,6
11.2,0.99196,0.22,17.0,6
9.6,0.99662,0.5,26.0,5
9.4,0.99475,0.33,27.0,5
9.5,0.99544,0.26,62.0,6
9.3,0.99944,0.2,51.0,5
9.4,0.99475,0.33,27.0,5
9.5,0.99544,0.26,62.0,6
9.4,0.9966,0.36,8.0,5
11.2,0.99066,0.13,63.0,7
11.2,0.9907,0.15,67.0,7
11.2,0.99066,0.13,63.0,7
8.8,998.0,0.23,54.0,5
11.2,0.9907,0.15,67.0,7
11.2,0.99066,0.13,63.0,7
9.4,0.99307,255.0,17.0,5
11.1,0.99106,0.32,11.0,6
9.6,0.99696,0.28,36.0,5
11.1,0.99106,0.32,11.0,6
9.4,0.99307,255.0,17.0,5
10.6,0.99167,0.41,28.0,6
8.9,0.99902,0.37,59.0,5
12.3,0.98992,0.21,17.0,7
11.4,0.99182,0.24,39.0,5
9.6,0.99556,0.28,60.0,6
10.3,0.99582,0.24,25.0,6
11.4,0.99182,0.24,39.0,5
12.1,0.98972,0.16,29.0,6
9.9,0.99352,0.14,10.0,5
9.7,0.9946,0.34,31.0,5
10.5,0.99273,0.26,70.0,5
8.9,0.99628,0.17,85.0,6
9.4,0.99582,0.27,74.0,5
9.6,0.99553,0.25,63.0,5
12.6,0.98914,0.3,45.0,7
9.2,0.99354,0.28,49.0,6
10.4,0.99976,0.3,36.0,5
9.0,0.99808,0.18,19.0,7
9.0,0.99808,0.18,19.0,7
9.0,0.99808,0.18,19.0,7
9.0,0.99808,0.18,19.0,7
9.0,0.99808,0.18,19.0,7
9.0,0.99808,0.18,19.0,7
9.2,0.9919,0.14,15.0,6
9.0,0.99808,0.18,19.0,7
9.7,0.99499,615.0,25.0,4
10.1,0.99655,0.13,47.0,6
11.0,0.99615,0.34,24.0,7
10.8,0.99296,0.32,32.0,5
10.8,0.99482,0.21,49.0,5
13.5,0.99079,0.5,12.0,7
10.6,0.99366,0.52,18.0,5
9.8,0.99434,0.28,28.0,5
11.7,0.98958,0.22,56.0,6
9.8,0.99434,0.28,28.0,5
9.0,0.99938,0.32,58.0,6
11.3,0.99059,0.11,51.0,7
9.4,0.99835,0.26,64.0,5
11.7,0.98958,0.22,56.0,6
11.3,0.99159,0.3,37.0,7
11.3,0.99159,0.3,37.0,7
12.0,0.98931,0.2,4.0,6
10.6,0.9938,0.2,22.0,6
10.8,0.99558,0.26,47.0,6
10.8,0.99563,0.25,53.0,6
12.0,0.98931,0.2,4.0,6
9.4,0.99691,0.27,44.0,5
9.4,0.9959,0.3,61.0,5
11.3,0.99159,0.3,37.0,7
9.4,0.99628,0.36,29.0,5
12.0,0.99076,0.21,20.0,5
10.3,0.99678,0.18,47.0,7
10.3,0.99678,0.18,47.0,7
10.3,0.99678,0.18,47.0,7
11.3,0.99089,0.26,48.0,7
9.4,0.99537,0.35,31.0,6
8.7,1.0002,0.28,40.0,5
9.4,0.99628,0.36,29.0,5
11.3,0.99089,0.26,48.0,7
10.3,0.99678,0.18,47.0,7
12.0,0.99076,0.21,20.0,5
8.0,0.99332,0.19,89.0,5
10.4,0.99316,0.24,36.0,7
10.7,0.99272,0.17,39.0,7
10.2,0.99636,0.24,42.0,6
10.9,0.99202,0.6,72.0,5
10.5,0.99148,445.0,23.0,6
11.7,0.99064,0.28,36.0,7
8.6,0.99884,0.44,61.0,5
9.0,0.99773,0.24,40.0,5
8.7,1.00013,0.31,27.0,5
12.8,0.98974,0.32,26.0,6
9.0,0.99773,0.24,40.0,5
8.7,1.00013,0.31,27.0,5
11.8,0.99112,0.13,42.0,6
11.6,0.99136,0.14,36.0,6
11.8,0.99132,0.2,28.0,6
10.6,0.99642,0.15,55.0,5
9.7,0.99488,0.23,14.0,5
10.3,0.99527,0.33,24.0,5
10.2,0.99578,0.17,56.0,6
10.1,0.99352,0.12,38.0,7
10.9,0.99199,0.18,9.0,7
9.3,0.99198,0.15,43.0,5
10.2,0.99756,0.23,29.0,6
10.2,0.99578,0.17,56.0,6
9.5,0.99561,0.34,43.0,5
9.3,0.99347,0.68,25.0,5
12.9,0.98936,0.22,45.0,7
8.7,0.99786,0.28,45.0,5
9.4,0.99705,0.4,76.0,5
10.1,0.9942,0.19,71.0,5
10.0,0.9948,0.23,60.0,4
11.1,0.99116,0.14,51.0,7
10.3,0.99688,0.15,65.0,7
12.2,0.98974,0.15,27.0,6
9.3,0.99542,0.33,35.0,6
11.3,0.99154,0.3,46.0,6
10.8,0.99118,0.23,46.0,6
11.2,0.99044,0.13,15.0,8
12.5,0.9914,0.21,36.0,7
9.3,0.9979,0.4,15.0,5
12.9,0.98892,0.34,38.0,7
11.2,0.99114,0.12,21.0,7
12.6,0.99188,655.0,21.0,6
9.3,0.99583,0.26,45.0,5
12.9,0.98892,0.34,38.0,7
12.9,0.98892,0.3,38.0,7
9.5,0.99704,0.15,46.0,7
11.9,0.9911,0.37,5.0,6
10.3,0.99334,0.35,23.0,7
10.3,0.99334,0.32,23.0,7
11.2,0.99094,0.1,33.0,6
12.0,0.99014,0.25,32.0,6
9.6,0.99304,0.31,21.0,5
9.2,0.99652,0.18,29.0,6
12.9,0.98944,0.17,52.0,6
9.3,0.99772,0.19,46.0,6
12.1,0.99367,0.32,15.0,6
9.6,0.99304,0.31,21.0,5
11.2,0.99183,0.21,35.0,6
11.2,0.99126,0.16,28.0,7
12.9,0.98944,0.17,52.0,6
9.2,0.99577,0.24,56.0,5
9.3,0.99772,0.19,46.0,6
9.2,0.99652,0.18,29.0,6
9.3,0.99428,0.3,26.0,6
10.7,0.99388,0.28,26.0,6
9.8,0.99208,0.31,20.0,6
10.3,0.99256,0.23,28.0,6
10.7,0.99388,0.28,26.0,6
11.3,0.9925,0.23,26.0,6
8.8,0.99904,0.22,36.0,6
10.8,0.99216,0.18,16.0,5
9.8,0.99208,0.31,20.0,6
9.3,0.99428,0.3,26.0,6
11.5,0.99165,0.46,15.0,7
8.8,0.99924,0.23,43.0,5
8.8,0.99924,0.23,43.0,5
8.8,0.99924,0.23,43.0,5
9.4,0.9956,0.26,68.0,6
9.4,0.99562,0.26,64.0,6
9.6,0.9972,0.28,59.0,6
8.8,0.99924,0.23,43.0,5
9.3,0.9958,0.23,56.0,6
8.9,0.99976,0.25,66.0,5
8.9,0.99976,0.25,66.0,5
10.0,0.99296,0.2,25.0,5
9.1,0.9957,0.21,47.0,5
9.3,0.9958,0.23,56.0,6
9.4,0.99579,0.24,59.0,6
10.1,0.99541,0.25,46.0,6
8.9,0.99976,0.25,66.0,5
10.8,0.99518,0.16,59.0,6
10.0,0.99168,0.28,18.0,6
10.9,0.99276,0.18,53.0,6
12.0,0.99085,0.26,29.0,7
9.3,0.99873,0.37,22.0,5
12.3,0.99172,0.4,32.0,7
10.4,0.99312,0.26,29.0,6
10.9,0.99276,0.18,53.0,6
10.5,0.9972,0.23,62.0,5
9.8,0.99278,0.2,22.0,6
10.5,0.99092,0.17,34.0,6
9.9,0.9962,0.35,86.0,6
11.4,0.99053,0.29,24.0,7
9.2,0.99858,0.3,41.0,5
9.7,0.9984,0.51,30.0,5
10.0,0.99335,0.51,13.0,5
11.4,0.99053,0.29,24.0,7
10.3,0.9949,0.29,50.0,6
9.9,0.9962,0.35,86.0,6
10.5,0.99092,0.17,34.0,6
9.8,0.99532,0.2,29.0,7
9.3,0.99727,615.0,24.0,5
12.4,0.99026,0.32,25.0,7
9.3,0.99668,0.2,54.0,6
9.3,0.99727,615.0,24.0,5
9.5,0.9952,0.23,49.0,6
10.5,0.99144,0.27,9.0,6
10.5,0.99144,0.27,9.0,6
12.8,0.99015,0.44,19.0,7
10.8,0.9914,0.34,44.0,6
10.0,0.99693,0.26,48.0,6
11.8,0.99035,0.17,96.0,8
10.0,0.99693,0.26,48.0,6
11.8,0.99035,0.17,96.0,8
12.0,0.99006,0.17,38.0,6
12.6,0.99126,0.43,15.0,6
11.9,0.98994,315.0,15.0,8
10.6,0.98985,0.17,5.0,5
9.2,0.9971,0.34,47.0,5
10.0,0.99882,0.33,42.0,6
9.2,0.99477,0.12,18.0,5
9.3,0.99478,0.13,19.0,6
10.2,0.99576,0.18,25.0,6
10.2,0.99578,0.16,25.0,6
8.7,0.99354,0.26,51.0,5
10.7,0.99244,0.32,8.0,5
12.1,0.99084,0.3,4.0,6
9.5,0.99612,0.16,58.0,6
11.2,0.99356,0.27,17.0,6
12.0,0.98952,0.16,36.0,6
9.5,0.99612,0.16,58.0,6
12.1,0.99084,0.3,4.0,6
10.7,0.99244,0.32,8.0,5
8.8,0.99955,0.44,29.0,7
10.8,0.99374,0.2,36.0,6
13.1,0.9892,0.29,39.0,7
12.5,0.99144,0.39,22.0,7
11.7,0.99352,0.36,37.0,8
11.7,0.99352,0.36,37.0,8
11.6,0.9935,0.36,35.0,8
11.3,0.99237,0.2,24.0,6
12.5,0.99144,0.39,22.0,7
11.4,0.99022,0.2,42.0,5
12.2,0.99032,235.0,4.0,5
11.7,1.03898,965.0,8.0,6
10.4,0.99587,0.2,32.0,6
10.4,0.99587,0.2,32.0,6
10.4,0.99587,0.2,32.0,6
9.1,0.99976,0.24,35.0,5
12.2,0.99354,0.3,8.0,6
9.1,0.99976,0.24,35.0,5
9.4,0.99552,0.4,41.0,5
9.4,0.99552,0.4,42.0,5
10.4,0.99587,0.2,32.0,6
9.2,0.99604,0.25,61.0,5
9.4,0.99584,0.26,52.0,5
13.5,0.98894,0.37,39.0,7
9.4,0.9963,0.35,37.0,5
10.9,993.0,0.22,15.0,8
13.5,0.98894,0.37,39.0,7
9.4,0.9963,0.35,37.0,5
11.4,0.99068,0.31,34.0,7
12.4,0.98964,0.16,45.0,7
9.2,0.99604,0.25,61.0,5
9.4,0.99584,0.26,52.0,5
10.5,0.9923,0.15,8.0,6
11.5,0.99437,0.15,16.0,8
10.9,993.0,0.22,15.0,8
10.8,0.99238,0.2,36.0,6
8.9,0.99801,0.17,52.0,5
8.9,0.99802,0.18,53.0,5
9.4,0.99566,0.27,60.0,6
12.2,0.99067,0.32,25.0,7
12.1,0.99066,0.26,22.0,7
10.9,0.9929,0.3,23.0,5
10.1,0.9934,0.16,27.0,6
12.2,0.99067,0.32,25.0,7
13.0,0.98912,0.19,14.0,7
11.0,0.99066,0.36,15.0,5
10.8,0.99228,0.17,24.0,5
13.0,0.98912,0.19,14.0,7
9.3,0.9958,0.11,69.0,4
11.4,0.99052,0.21,63.0,6
9.2,0.99312,325.0,49.0,5
9.9,0.9968,0.4,42.0,5
10.5,0.99502,0.2,25.0,5
12.4,0.99084,0.27,18.0,6
9.5,0.99573,0.26,52.0,6
10.5,0.99256,0.25,41.0,6
9.1,0.9959,0.22,52.0,6
11.5,0.99084,0.14,53.0,7
11.5,0.99084,0.14,53.0,7
11.2,0.99644,0.26,31.0,5
10.8,0.99526,0.22,59.0,5
9.4,0.9954,0.45,31.0,5
11.0,0.99095,0.17,13.0,6
11.3,0.99188,0.44,22.0,7
11.2,0.9909,0.15,51.0,6
10.5,0.99256,0.25,41.0,6
9.1,0.9959,0.22,52.0,6
10.4,0.99581,0.26,35.0,6
11.2,0.99132,0.15,14.0,7
11.1,0.98936,0.22,34.0,7
11.2,0.99136,0.37,23.0,6
10.5,0.99142,375.0,17.0,6
10.0,0.99232,0.2,23.0,6
10.0,0.99232,0.22,24.0,6
10.9,993.0,0.22,24.0,5
10.9,0.99311,0.22,16.0,7
11.2,0.99132,0.15,14.0,7
11.7,0.98993,0.2,40.0,5
10.0,0.99208,0.31,55.0,5
9.5,0.99776,0.43,22.0,5
9.0,0.99839,0.24,55.0,5
10.0,0.99574,0.23,19.0,5
11.9,0.99093,0.2,37.0,5
10.6,0.99156,0.16,40.0,6
11.0,0.99278,0.21,29.0,6
11.2,0.9924,0.33,46.0,7
12.0,0.98984,0.18,29.0,7
12.6,0.99035,0.29,39.0,8
11.2,0.9924,0.33,46.0,7
10.5,0.99165,0.21,48.0,6
10.2,0.9923,0.21,66.0,6
11.0,0.99278,0.21,29.0,6
12.2,0.99008,0.11,12.0,6
12.3,0.98964,0.15,19.0,6
10.6,0.99156,0.16,40.0,6
10.4,0.9909,0.19,33.0,6
12.0,0.98984,0.18,29.0,7
12.7,0.9889,0.48,22.0,7
10.6,0.99178,0.23,18.0,5
12.3,0.99076,0.17,25.0,6
12.7,0.9889,0.48,22.0,7
11.4,0.99046,0.15,20.0,6
12.0,0.98999,0.17,93.0,7
12.4,0.98946,0.21,38.0,8
12.1,0.98976,0.23,74.0,7
11.4,0.99046,0.15,20.0,6
10.7,0.99672,0.22,57.0,5
9.3,0.99482,0.15,75.0,5
12.7,0.98945,0.32,35.0,6
11.7,0.98883,0.37,24.0,6
10.7,0.99362,0.25,22.0,5
11.8,0.99075,0.21,38.0,7
9.9,0.99436,0.24,37.0,5
13.4,0.98988,475.0,16.0,7
12.8,0.99158,0.28,30.0,7
12.8,0.99265,0.4,24.0,6
10.5,0.99195,0.41,18.0,5
11.5,0.99168,0.2,24.0,5
10.5,0.9918,0.22,5.0,4
13.0,0.99313,0.36,21.0,6
12.4,0.9895,285.0,64.0,8
10.2,0.9932,0.2,40.0,6
9.0,0.99848,0.42,67.0,5
12.0,0.9909,0.16,85.0,7
11.7,0.99014,125.0,22.0,7
10.0,0.9952,0.44,20.0,5
10.3,0.99652,0.31,42.0,5
9.0,0.99848,0.42,67.0,5
11.1,0.99104,0.18,25.0,5
9.0,0.99772,0.21,59.0,5
10.5,0.9922,0.16,37.0,6
11.9,0.99076,0.22,36.0,7
9.4,0.99622,0.36,38.0,5
11.4,0.9902,0.21,26.0,6
10.8,0.99114,0.25,40.0,7
9.8,0.9938,0.31,40.0,5
9.3,0.99594,0.26,59.0,5
11.4,0.9902,0.21,26.0,6
11.3,0.99035,0.2,22.0,6
11.3,0.99032,0.18,23.0,6
9.5,0.99558,0.37,49.0,5
9.4,0.99622,0.36,38.0,5
11.9,0.99076,0.22,36.0,7
9.3,0.99413,0.18,49.0,5
11.4,0.99043,0.14,22.0,6
11.4,0.99043,0.14,22.0,6
12.7,0.98982,0.44,57.0,6
13.5,0.98934,0.36,26.0,7
11.2,0.9902,0.28,15.0,6
10.7,0.99449,0.16,38.0,5
10.8,0.99629,0.28,13.0,4
10.5,0.9948,0.39,27.0,6
13.0,0.98984,0.44,44.0,8
10.8,0.99326,0.22,41.0,6
9.1,0.99834,0.22,39.0,6
10.1,0.99555,0.25,67.0,5
11.9,0.98975,155.0,13.0,8
12.0,0.99216,0.31,45.0,7
12.0,0.99216,0.31,45.0,7
9.1,0.99834,0.22,39.0,6
11.6,0.9901,0.21,81.0,8
11.9,0.98975,155.0,13.0,8
10.2,0.99573,0.25,69.0,6
10.8,0.99326,0.22,41.0,6
9.8,0.99215,0.21,11.0,5
11.4,0.98993,0.27,3.0,4
9.8,0.99218,0.17,11.0,5
10.1,0.99555,0.25,67.0,5
9.8,0.99564,0.12,41.0,8
9.8,0.99564,0.12,41.0,8
10.7,0.99397,0.29,49.0,6
10.6,0.99576,0.3,14.0,5
9.3,0.99601,0.26,49.0,5
9.8,0.99564,0.12,41.0,8
10.7,0.99397,0.29,49.0,6
14.0,0.98713,0.33,39.0,8
11.0,0.99308,0.29,27.0,6
11.0,0.99308,0.29,27.0,6
9.4,0.99582,0.26,55.0,6
9.0,0.99494,0.28,30.0,6
9.0,0.9929,0.28,8.0,5
10.0,0.99471,0.2,17.0,5
9.0,0.9929,0.27,9.0,5
9.0,0.9929,0.28,8.0,5
